Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"OKTA","OKTA INC CLASS A","Information Technology","Equity","4,031,381.59","0.03","4,031,381.59","42,209.00","95.51","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Information Technology","Equity","4,027,979.80","0.03","4,027,979.80","69,628.00","57.85","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","4,025,456.47","0.03","4,025,456.47","42,629.00","94.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","4,020,829.10","0.03","4,020,829.10","52,205.00","77.02","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","4,009,267.91","0.03","4,009,267.91","99,907.00","40.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","4,003,137.61","0.03","4,003,137.61","41,359.00","96.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","3,993,659.40","0.03","3,993,659.40","48,882.00","81.70","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","3,984,653.16","0.03","3,984,653.16","20,409.00","195.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","3,940,139.28","0.03","3,940,139.28","26,664.00","147.77","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","3,933,774.70","0.03","3,933,774.70","69,686.00","56.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","3,919,832.29","0.03","3,919,832.29","50,017.00","78.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","3,916,313.12","0.03","3,916,313.12","175,856.00","22.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","3,909,650.97","0.03","3,909,650.97","24,159.00","161.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","3,905,913.18","0.03","3,905,913.18","68,597.00","56.94","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","3,906,037.20","0.03","3,906,037.20","12,090.00","323.08","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","3,904,214.04","0.03","3,904,214.04","30,188.00","129.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","3,879,902.63","0.03","3,879,902.63","14,051.00","276.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","3,868,337.06","0.03","3,868,337.06","128,218.00","30.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","3,856,940.15","0.03","3,856,940.15","121,555.00","31.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","3,847,334.76","0.03","3,847,334.76","90,186.00","42.66","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","3,834,529.86","0.03","3,834,529.86","10,133.00","378.42","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","3,797,029.92","0.03","3,797,029.92","44,808.00","84.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","3,789,108.96","0.03","3,789,108.96","324,688.00","11.67","United States","NASDAQ","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","3,773,931.75","0.03","3,773,931.75","30,645.00","123.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","3,769,545.18","0.03","3,769,545.18","15,679.00","240.42","United States","NASDAQ","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","3,751,494.74","0.03","3,751,494.74","39,074.00","96.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","3,731,570.60","0.03","3,731,570.60","22,310.00","167.26","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","3,726,946.14","0.03","3,726,946.14","89,547.00","41.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","3,714,850.80","0.03","3,714,850.80","75,736.00","49.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","3,700,120.32","0.03","3,700,120.32","28,692.00","128.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","3,695,650.32","0.03","3,695,650.32","148,539.00","24.88","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","3,685,715.25","0.03","3,685,715.25","30,149.00","122.25","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","3,685,257.80","0.03","3,685,257.80","68,195.00","54.04","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","3,682,231.96","0.03","3,682,231.96","17,842.00","206.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","3,654,567.40","0.03","3,654,567.40","44,924.00","81.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","3,626,777.88","0.02","3,626,777.88","18,596.00","195.03","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","3,604,876.74","0.02","3,604,876.74","10,386.00","347.09","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","3,598,665.86","0.02","3,598,665.86","16,118.00","223.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","3,545,534.40","0.02","3,545,534.40","60,504.00","58.60","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","3,545,031.76","0.02","3,545,031.76","30,872.00","114.83","United States","NASDAQ","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","3,527,395.42","0.02","3,527,395.42","88,229.00","39.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","3,519,039.10","0.02","3,519,039.10","180,002.00","19.55","United States","NASDAQ","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","3,512,350.53","0.02","3,512,350.53","49,941.00","70.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","3,488,740.97","0.02","3,488,740.97","36,179.00","96.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","3,479,719.37","0.02","3,479,719.37","61,037.00","57.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","3,470,804.48","0.02","3,470,804.48","43,472.00","79.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","3,442,854.62","0.02","3,442,854.62","89,611.00","38.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","3,440,914.36","0.02","3,440,914.36","15,353.00","224.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","3,441,197.97","0.02","3,441,197.97","70,329.00","48.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","3,428,476.08","0.02","3,428,476.08","66,072.00","51.89","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","3,426,919.49","0.02","3,426,919.49","48,949.00","70.01","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","3,413,940.88","0.02","3,413,940.88","28,388.00","120.26","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","3,408,891.80","0.02","3,408,891.80","31,835.00","107.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","3,408,053.10","0.02","3,408,053.10","69,185.00","49.26","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","3,366,260.90","0.02","3,366,260.90","59,161.00","56.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","3,364,384.61","0.02","3,364,384.61","28,081.00","119.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","3,336,922.04","0.02","3,336,922.04","20,252.00","164.77","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","3,319,259.46","0.02","3,319,259.46","192,198.00","17.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","3,316,205.97","0.02","3,316,205.97","27,753.00","119.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","3,316,795.20","0.02","3,316,795.20","13,872.00","239.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","3,310,376.57","0.02","3,310,376.57","85,297.00","38.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","3,306,823.50","0.02","3,306,823.50","8,754.00","377.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","3,299,466.40","0.02","3,299,466.40","14,446.00","228.40","United States","NASDAQ","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","3,289,505.18","0.02","3,289,505.18","105,874.00","31.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","3,262,033.53","0.02","3,262,033.53","22,141.00","147.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","3,258,320.64","0.02","3,258,320.64","9,656.00","337.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","3,255,654.87","0.02","3,255,654.87","13,689.00","237.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","3,209,227.12","0.02","3,209,227.12","24,068.00","133.34","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","3,186,221.94","0.02","3,186,221.94","42,534.00","74.91","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","3,186,773.44","0.02","3,186,773.44","72,691.00","43.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","3,185,723.37","0.02","3,185,723.37","118,121.00","26.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","3,175,466.40","0.02","3,175,466.40","32,271.00","98.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","3,172,543.86","0.02","3,172,543.86","56,191.00","56.46","United States","NASDAQ","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","3,153,926.88","0.02","3,153,926.88","12,909.00","244.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","3,144,660.00","0.02","3,144,660.00","18,498.00","170.00","United States","NASDAQ","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","3,133,304.68","0.02","3,133,304.68","42,262.00","74.14","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","3,121,297.20","0.02","3,121,297.20","15,960.00","195.57","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","3,120,681.34","0.02","3,120,681.34","189,938.00","16.43","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","3,114,087.85","0.02","3,114,087.85","23,423.00","132.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","3,098,167.52","0.02","3,098,167.52","42,371.00","73.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,090,337.70","0.02","3,090,337.70","13,001.00","237.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","3,087,022.32","0.02","3,087,022.32","50,049.00","61.68","United States","NASDAQ","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","3,077,910.32","0.02","3,077,910.32","10,184.00","302.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,078,532.40","0.02","3,078,532.40","7,916.00","388.90","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","3,068,782.72","0.02","3,068,782.72","223,022.00","13.76","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","3,052,608.00","0.02","3,052,608.00","31,200.00","97.84","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","3,046,468.05","0.02","3,046,468.05","22,343.00","136.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","3,042,045.51","0.02","3,042,045.51","35,567.00","85.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","3,034,600.00","0.02","3,034,600.00","15,173.00","200.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","3,032,314.95","0.02","3,032,314.95","37,833.00","80.15","United States","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","3,028,250.97","0.02","3,028,250.97","72,777.00","41.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","3,002,298.88","0.02","3,002,298.88","44,864.00","66.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","2,982,206.24","0.02","2,982,206.24","28,262.00","105.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","2,982,583.77","0.02","2,982,583.77","120,217.00","24.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","2,977,845.24","0.02","2,977,845.24","26,498.00","112.38","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","2,967,810.56","0.02","2,967,810.56","100,672.00","29.48","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","2,957,032.21","0.02","2,957,032.21","10,967.00","269.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","2,949,264.24","0.02","2,949,264.24","38,847.00","75.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","2,946,393.45","0.02","2,946,393.45","42,315.00","69.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","2,927,818.22","0.02","2,927,818.22","68,503.00","42.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","2,913,804.27","0.02","2,913,804.27","57,917.00","50.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","2,910,350.08","0.02","2,910,350.08","15,136.00","192.28","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","2,907,296.47","0.02","2,907,296.47","106,067.00","27.41","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","2,904,009.40","0.02","2,904,009.40","47,842.00","60.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","2,901,967.60","0.02","2,901,967.60","105,220.00","27.58","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","2,897,569.92","0.02","2,897,569.92","59,584.00","48.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","2,887,522.18","0.02","2,887,522.18","12,062.00","239.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","2,877,997.39","0.02","2,877,997.39","48,119.00","59.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","2,867,442.96","0.02","2,867,442.96","71,704.00","39.99","United States","NASDAQ","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","2,867,757.12","0.02","2,867,757.12","13,599.00","210.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","2,866,082.46","0.02","2,866,082.46","49,018.00","58.47","United States","NASDAQ","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","2,857,776.00","0.02","2,857,776.00","6,159.00","464.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","2,833,056.96","0.02","2,833,056.96","5,867.00","482.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","2,828,430.12","0.02","2,828,430.12","26,573.00","106.44","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","2,826,228.65","0.02","2,826,228.65","13,985.00","202.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","2,814,586.50","0.02","2,814,586.50","23,650.00","119.01","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","2,787,517.91","0.02","2,787,517.91","60,037.00","46.43","Germany","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","2,784,653.56","0.02","2,784,653.56","31,687.00","87.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","2,782,540.12","0.02","2,782,540.12","7,197.00","386.63","United States","NASDAQ","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","2,779,944.22","0.02","2,779,944.22","17,618.00","157.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","2,768,680.80","0.02","2,768,680.80","28,137.00","98.40","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","2,750,784.96","0.02","2,750,784.96","48,158.00","57.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","2,748,815.46","0.02","2,748,815.46","18,441.00","149.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","2,738,506.55","0.02","2,738,506.55","69,067.00","39.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","2,701,533.84","0.02","2,701,533.84","34,872.00","77.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","2,697,528.80","0.02","2,697,528.80","19,570.00","137.84","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","2,691,604.08","0.02","2,691,604.08","75,522.00","35.64","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","2,675,107.80","0.02","2,675,107.80","31,124.00","85.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","2,670,827.76","0.02","2,670,827.76","5,298.00","504.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","2,651,825.72","0.02","2,651,825.72","132,857.00","19.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","2,646,742.97","0.02","2,646,742.97","6,887.00","384.31","United States","NASDAQ","USD","1.00","USD","-"
"CHK","CHESAPEAKE ENERGY CORP","Energy","Equity","2,620,150.78","0.02","2,620,150.78","35,863.00","73.06","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","2,617,388.80","0.02","2,617,388.80","16,952.00","154.40","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","2,614,162.53","0.02","2,614,162.53","67,047.00","38.99","United States","NASDAQ","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","2,604,702.33","0.02","2,604,702.33","31,153.00","83.61","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","2,591,192.25","0.02","2,591,192.25","32,289.00","80.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","2,590,169.19","0.02","2,590,169.19","17,619.00","147.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","2,590,806.40","0.02","2,590,806.40","66,092.00","39.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","2,573,895.04","0.02","2,573,895.04","13,984.00","184.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","2,573,707.50","0.02","2,573,707.50","22,750.00","113.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","2,574,115.31","0.02","2,574,115.31","16,487.00","156.13","United States","NASDAQ","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","2,569,853.90","0.02","2,569,853.90","170,189.00","15.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","2,543,636.78","0.02","2,543,636.78","79,439.00","32.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","2,529,985.64","0.02","2,529,985.64","19,747.00","128.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","2,523,951.00","0.02","2,523,951.00","28,359.00","89.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","2,521,633.50","0.02","2,521,633.50","51,525.00","48.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","2,522,129.17","0.02","2,522,129.17","47,081.00","53.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","2,519,568.24","0.02","2,519,568.24","70,854.00","35.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","2,515,970.16","0.02","2,515,970.16","35,297.00","71.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","2,516,266.80","0.02","2,516,266.80","36,060.00","69.78","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","2,510,090.20","0.02","2,510,090.20","25,561.00","98.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"X","US STEEL CORP","Materials","Equity","2,509,600.47","0.02","2,509,600.47","60,139.00","41.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","2,505,115.20","0.02","2,505,115.20","63,906.00","39.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","2,504,163.13","0.02","2,504,163.13","21,383.00","117.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","2,502,232.56","0.02","2,502,232.56","16,789.00","149.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","2,500,197.40","0.02","2,500,197.40","66,530.00","37.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","2,489,047.60","0.02","2,489,047.60","37,690.00","66.04","United States","NASDAQ","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","2,486,549.03","0.02","2,486,549.03","72,053.00","34.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","2,484,442.02","0.02","2,484,442.02","31,393.00","79.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","2,466,376.70","0.02","2,466,376.70","27,619.00","89.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
